AuthorsWhoPublishedContinually
Abdellatif Zaidi
Ruggero Reggiannini
Sandi Klavzar
Wen Wang
Xiaodong Wang 0001
Xuding Zhu
Yuan-Ting Zhang
Zheng You
Alejandro Ribeiro
Ananthanarayanan Chockalingam
Anastasia Ailamaki
Andrew L. Kun
Antti Tölli
Aylin Yener
Baoxian Zhang
Ben Carterette
Benno Stein 0001
Bin Cui 0001
Bin Liu 0001
Bing Liu 0001
Bruce W. Watson
Carlo Muscas
Chintha Tellambura
Christoph Studer
Chunming Qiao
David Gesbert
David Hawking
David J. DeWitt
De-Nian Yang
Eamonn J. Keogh
Emilio Luque
Erik G. Larsson
Eryk Dutkiewicz
Evangelos Kanoulas
Fernando Gehm Moraes
Gao Cong
Gerhard P. Fettweis
Gilbert L. Peterson
Guihai Chen
Guoliang Li 0001
Guoliang Xue
H. Vincent Poor
Hai Jin 0001
Harald Haas
Heiko Paulheim
Hugo Gamboa
Hui Fang 0001
Iadh Ounis
Jacek Kitowski
James P. Callan
Jeffrey F. Naughton
Jeffrey Xu Yu
Jianping Pan 0001
Jin Ha Lee
Jingxian Wu
Jinhong Yuan
Joseph M. Hellerstein
Kazuyoshi Yoshii
Lin Cai 0001
Lise Getoor
Luciano Volcan Agostini
Manfred Tscheligi
Marcelo Schiavon Porto
Marco Aurélio Gerosa
Margaret G. E. Peterson
Mario Gerla
Markus Schedl
Masataka Goto
Matt Huenerfauth
Matthias Mauch
Mehdi Bennis
Muriel Médard
Mérouane Debbah
Naomi Fujimura
Naren Ramakrishnan
Nelson Baloian
Neoklis Polyzotis
Nicholas J. Belkin
Nick Craswell
Norman C. Beaulieu
Octavia A. Dobre
Oliver Rose
Ophir Frieder
Oscar Pastor
Petar Popovski
Peter Kokol
Piero Castoldi
Pin-Han Ho
Qian Zhang 0001
Ricardo Reis 0001
Richard E. Ladner
Roman Moucek
Sajal K. Das 0001
Sanglu Lu
Shari Trewin
Simon Dixon
Sofiène Affes
Srinivasan Parthasarathy 0001
Steve Walker
Surajit Chaudhuri
Syed Ali Jafar
Symeon Chatzinotas
Tao Li 0001
Tho Le-Ngoc
Thomas Rauber
Tomoaki Ohtsuki
Urbashi Mitra
Valentina Cosentino
Vincent K. N. Lau
Wessam Ajib
William R. Hersh
Xiaodong Wang 0001
Xiaofeng Tao
Xiaohua Jia
Xiaojiang Du
Xiaokui Xiao
Xinbing Wang
Xueqi Cheng
Yufei Tao
Zhaoyang Zhang 0001
A. Robert Calderbank
Alexandros Stamatakis
Andrea J. Goldsmith
Andreas J. Winter 0002
Antonio Plaza
Arturo Montejo-Ráez
Athanasios V. Vasilakos
Aylin Yener
Changho Suh
Chao Tian
Charles Day
David S. Ebert
Edward R. Dougherty
Fathi E. Abd El-Samie
Francis Sullivan
Gary Singh
H. Vincent Poor
Han-Chieh Chao
Hui Li
Irwin W. Sandberg
James F. Blinn
Jing Yang
Jorge A. Ruiz-Vanoye
Jun Hu
Keping Long
Kostas S. Metaxiotis
Lei Liu
Licheng Jiao
Lizhong Zheng
Luis Alfonso Ureña López
Mahesh K. Varanasi
Miao Pan
Michael Gastpar
Ming Chen 0001
Mung Chiang
Muriel Médard
Mérouane Debbah
Neri Merhav
Nicholas W. Jankowski
Ocotlán Díaz-Parra
Paloma Martínez
Qian Du
Qian Zhang 0001
Qiang Wang
Ralf Zimmer
Renato Renner
Rolf Backofen
Roman Genov
Saleem A. Kassam
Sergei A. Abramov
Sergio Verdú
Shaoqian Li
Shuzhi Sam Ge
Sihem Mesnager
Sophia Ananiadou
Stefano Serra Capizzano
Syed Ali Jafar
Te Sun Han
Thomas Lengauer
Tony Q. S. Quek
Tsachy Weissman
Venugopal V. Veeravalli
Victor R. Basili
Vidhyacharan Bhaskar
Vishwani D. Agrawal
William Stafford Noble
Xiaodong Wang 0001
Xiaohu Tang
Xiaohu You
Asok Ray
Bijan Davvaz
Changshui Zhang
Chao-Kai Wen
David N. Kennedy
David Zhang 0001
Degang Chen
Di Yuan 0001
Dániel Varró
Edward R. Dougherty
Enrico Zio
Enrique Herrera-Viedma
Erik De Schutter
Farhad Arbab
Giorgio A. Ascoli
Guang-Hong Yang
H. Vincent Poor
Hai Jin 0001
Igor Djurovic
Il-Min Kim
Jiandong Li 0001
Jianfeng Ma 0001
Jing-Ming Guo
Joaquín Míguez
Josep Domingo-Ferrer
José M. Merigó
Lei Zhang
Licheng Jiao
Liudong Xing
Lutz Volkmann
Michael Luck
Michael W. Mislove
Min-Shiang Hwang
Norman C. Beaulieu
Patrick Siarry
Qian Zhang 0001
Richard Mateosian
Robert B. France
Ronald R. Yager
Saharon Shelah
Sajal K. Das 0001
Salvador García
Simon Parsons
Soung Chang Liew
Vicenç Torra
Vincent K. N. Lau
Vladik Kreinovich
Wan-Chi Siu
Wen Gao 0001
Xiaodong Wang 0001
Xiaohong Guan
Xinbing Wang
Yang Yang
Ying Zhang
Yong Li 0008
Yung Yi
Zhaoyang Zhang 0001
Airlie Chapman
Alejandro Ribeiro
Alessandro Chiuso
Ali Jadbabaie
Andrea Cristofaro
Andrea Gasparri
Andreas Rauber
Aneel Tanwani
Angelo Gargantini
Antonella Ferrara
Aoying Zhou
Arianna D'Ulizia
Bart De Schutter
Bernard P. Zeigler
Brian D. O. Anderson
Carlos Silvestre
Cedric Langbort
Charalambos D. Charalambous
Christoph Rensing
Dalia Kriksciuniene
Daniel Liberzon
Daniel Ullrich
David A. Wagner 0001
David Angeli
Dina Katabi
Dragan Nesic
Elisa Franco
Emilio Frazzoli
Fabio Pasqualetti
Faramarz Fekri
Fernando Ferri
Filippo Cacace
Franck Ravat
Franco Blanchini
Frank Allgöwer
Franz Wotawa
Fumin Zhang 0001
Gianluigi Pillonetto
Gianmaria Silvello
Giuseppe Di Modica
Gregory Zacharewicz
Guang-Zhong Yang
Hervé Panetto
Hiroaki Mukaidani
Holger Boche
Holger Fischer
Hung-Yan Gu
Ian R. Petersen
Ioannis Ch. Paschalidis
Ioannis Lestas
Ion Stoica
Jeff Offutt
Jeff S. Shamma
Jerome Le Ny
Jun-ichi Imura
Jörg Thomaschewski
Jürgen Teich
Kai Salomaa
Karl Henrik Johansson
Kenji Kashima
Knut Polkehn
Kurt Sandkuhl
Ladjel Bellatreche
Laura Giarré
Laura Menini
Laurent Praly
Lennart Ljung
Louis-Philippe Morency
Manfred Glesner
Marcus Specht
Maria Elena Valcher
Mario Sznaier
Mario di Bernardo
Marjan Gusev
Markus Helfert
Martin Kutrib
Maxine Eskénazi
Meikel Poess
Michael Herczeg
Mihai Dascalu
Minyi Huang
Mircea Lazar
Miroslav Krstic
Moti Yung
Nathan van de Wouw
Nick Feamster
Nick McKeown
Paolo Bocciarelli
Paul M. J. Van den Hof
Paulo Jorge Ramalho Oliveira
Paulo Tabuada
Peter Bollen
Peter E. Caines
Pierdomenico Pepe
Ralf Steinmetz
Robert Feldt
Romeo Ortega
Sarah K. Spurgeon
Sergio M. Savaresi
Shinji Hara
Sonia Martínez
Sophie Tarbouriech
Sorin Olaru
Soura Dasgupta
Stefanie Rinderle-Ma
Takayuki Ishizaki
Tarek Hamel
Tharam S. Dillon
Tom Gross
Toshiharu Sugie
Tryphon T. Georgiou
Tsutomu Maruyama
Uday V. Shanbhag
Ufuk Topcu
Valery A. Ugrinovskii
Virgilijus Sakalauskas
W. Steven Gray
Witold Abramowicz
Ajith Abraham
DeLiang Wang
Dong-Ho Cho
Jeff Offutt
Jeffrey Xu Yu
Jesper Jensen 0001
Lakhmi C. Jain
Martin R. Woodward
Martin W. P. Savelsbergh
Nobuki Tokura
Norman C. Beaulieu
Roberto Tamassia
Shaoqian Li
Slawomir Zadrozny
Steven Feuerstein
Xuding Zhu
A-Xing Zhu
Adam R. Klivans
Alberto L. Sangiovanni-Vincentelli
Alexander A. Sherstov
Amir Shpilka
Andreas Kähäri
Andrzej Cichocki
Anne Parker
Athanasios V. Vasilakos
B. John Oommen
Barbara Hammer
Bernd-Arno Behrens
Bert Overduin
Cathy H. Wu
Chandan Saha 0001
Ciriaco Andrea D'Angelo
Craig Knox
Daniel Thalmann
David S. Wishart
David Zhang 0001
Emanuele Viola
Florentin Wörgötter
Fritz Klocke
Galt P. Barber
Giovanni Abramo
Guang-Bin Huang
Guy Coates
Hui Li
Irit Dinur
J. Michael Cherry
James A. Kadin
Janan T. Eppig
Janusz Rajski
Joel E. Richardson
Jun Mashima
Klaus Obermayer
Kousaku Okubo
Lars Juhl Jensen
Licheng Jiao
Loet Leydesdorff
Ludo Waltman
Lukas A. Mueller
Lutz Bornmann
Malgorzata Marek-Sadowska
Marek Karpinski
Masashi Sugiyama
Mathias Dunkel
Michael F. Goodchild
Michael Y. Galperin
Nadia Magnenat-Thalmann
Nathan Johnson
Omer Reingold
Paul D. Thomas
Peer Bork
Petra ten Hoopen
Philip M. Long
Puneet Gupta
Qi Liu
Qingquan Li
Richard Durbin
Robert M. Davison
Robin R. Murphy
Ronald Rousseau 0001
Scott Federhen
Seymour Ginsburg
Shachar Lovett
Shouming Zhong
Shuzhi Sam Ge
Srikanth Srinivasan 0001
Stephen J. Trevanion
Subhash Khot
Sudhakar M. Reddy
Tatiana A. Tatusova
Terrence J. Sejnowski
Tieshan Li
Tim J. P. Hubbard
Toshihisa Takagi
William B. Rouse
Xiaoqiang Lu
Xin Li 0006
Yuan Chen 0007
Aaron Fenster
Aixin Sun
Alejandro F. Frangi
Alexandra Durcikova
Alfredo Milani
Ali Uneri
Ana Maria A. C. Rocha
Anant Madabhushi
Andrew Melbourne
Barry O'Sullivan
Ben Carterette
Benjamin A. Carreras
Benoit Aubert
Brigida C. Ferreira
Carmelo Maria Torre
Carolyn R. Watters
ChengXiang Zhai
Christer Carlsson
Christian Barillot
D. Louis Collins
Dan Roth
Danail Stoyanov
David J. Hawkes
David S. Ebert
David W. Roberts
Dinggang Shen
Dorin Comaniciu
Douglas R. Vogel
Douglas W. Oard
Du Zhang
Dwarikanath Mahapatra
Fabio Q. B. da Silva
Feng Shi 0001
Frank Armour
Frank Hannig
Gabor Fichtinger
George J. Cokkinides
George W. Fitzmaurice
Gerhard Weikum
Ghassan Hamarneh
Giuseppe A. Trunfio
Gregory D. Hager
Guang-Zhong Yang
Guido Sciavicco
Guilherme Horta Travassos
Guodong Zhou
Hans-Peter Meinzer
Hans-Peter Seidel
Hartmut Asche
Helmut Krcmar
Hermann Kaindl
Holger Giese
Humberto Rocha
Iadh Ounis
Ilker Hacihaliloglu
Ivan Blecic
J. Michael Fitzpatrick
Jack H. Noble
Jeff Gray
Jiafeng Guo
Jian-Yun Nie
Jianhua Yao
Jim Ryan
Joemon M. Jose
Joseph S. Valacich
José Ramón Gil-García
Julia A. Schnabel
Jun Bi
Junzhou Huang
Jörn Loviscach
Jürgen Teich
Kalle Lyytinen
Kazunari Misawa
Kijoon Chae
Kurosh Madani
Kwangsue Chung
Lena Maier-Hein
Linwei Wang
Lynne P. Cooper
Marc Modat
Marc Niethammer
Maria do Carmo Lopes
Marius George Linguraru
Mark D. Smucker
Marleen de Bruijne
Martin Smits
Masahiro Oda
Matt Bishop
Mauricio Reyes 0001
Max A. Viergever
Michael I. Miga
Michitaka Hirose
Mira Dontcheva
Murray E. Jennex
Nassir Navab
Nicholas Ayache
Nicholas C. Romano Jr.
Nilmini Wickramasinghe
Noah A. Smith
Olivera Marjanovic
Olivier Salvado
Omar Alam
Ophir Frieder
Osvaldo Gervasi
Pascal Gautron
Patrick Baudisch
Paul E. Debevec
Paul Suetens
Peter Hastreiter
Pirkko Walden
Qi Zhang 0001
Rafeef Abugharbieh
Randy E. Ellis
Robert M. Davison
Ron Kikinis
Ronald M. Summers
Ryen W. White
Samuel Kadoury
Seth Blumsack
Shigeo Morishima
Shu Zhao
Simon K. Warfield
Starr Roxanne Hiltz
Stuart Harvey Rubin
Sébastien Gérard
Takeo Igarashi
Takeshi Naemura
Takuji Narumi
Tat-Seng Chua
Terry M. Peters
Theresa A. Pardo
Thomas Schultz 0001
Timo Käkölä
Tom Vercauteren
Tommaso Mansi
Tovi Grossman
Wolfgang Birkfellner
Xiaoyao Fan
Xuanjing Huang
Xueqi Cheng
Yanping Zhang
Abdulmotaleb El-Saddik
Alberto Del Bimbo
Alberto L. Sangiovanni-Vincentelli
Andreas Lingnau
Andy J. Wellings
Anne Auger
Ben Liang
Bo Li 0001
C. L. Liu 0001
Christoph Schnörr
Csaba Andras Moritz
David C. Parkes
Demetrios G. Sampson
Dirk Sudholt
Donald F. Towsley
Dragan Gasevic
Edward W. Knightly
Eric Medvet
Erlend Alfnes
Fabrizio Lombardi
Fernando Herrera
Frank Neumann 0001
Frank S. de Boer
George Drettakis
Gerhard Rigoll
Guihai Chen
Guoliang Xue
H. Vincent Poor
Hans-Peter Seidel
Hector Garcia-Molina
Hirokazu Taki
Ignas G. Niemegeers
Israel Cidon
Jan Ola Strandhagen
Jean-Baptiste Mouret
Jerry Swan
Jiangchuan Liu
Jianzhong Li 0001
Jie-Hong R. Jiang
Joachim Weickert
José Ignacio Hidalgo
Jürgen Teich
Klara Nahrstedt
Krithi Ramamritham
Krzysztof Krawiec
Kui Xu 0001
Kunihiro Yamada
Lakhmi C. Jain
Lee Spector
Lei Zhang
Lionel M. Ni
Luca Chittaro
Luxi Yang
Manuel Graña
Mario Gerla
Martin Schoeberl
Martin V. Butz
Masahiro Fujita
Max Bramer
Michael J. Neely
Michele Garetto
Minglu Li 0001
Mostafa H. Ammar
Mung Chiang
Murali S. Kodialam
Ngoc Thanh Nguyen
Nian-Shing Chen
Nikolaus Hansen
Nilmini Wickramasinghe
Norio Baba
Peter A. N. Bosman
Pietro Manzoni
Pietro S. Oliveto
Prasant Mohapatra
Qian Zhang 0001
Qinghe Du
R. Srikant 0001
Ramón Fabregat
Reuven Cohen
Robert J. Howlett
Robert K. Brayton
Roderick Murray-Smith
San-qi Li
Sang Hyuk Son
Sanglu Lu
Sergei O. Kuznetsov
Shipeng Li
Stefan Wagner 0002
Sung Kyu Lim
Thomas Bäck
Thomas S. Huang
Tian-Li Yu
Timo Kötzing
Timothy K. Shih
Tobias Friedrich 0001
Tom J. Kazmierski
Tomoko Kojiri
Václav Snásel
Wei Dong 0001
Weiwei Yang
Wen Gao 0001
Wenjing Lou
Will N. Browne
Wolfgang Heidrich
Xavier Llorà
Xiaohu You
Xin Wang 0001
Y. Thomas Hou
Yaling Yang
Yi Pan 0001
Ying Zhang
Yingying Chen 0001
Yiyu Shi
Yongming Huang
Yoram Ofek
Youyun Xu
Yuan Zhang
Yukio Ohsawa
Yunhao Liu
Zhaoyang Zhang 0001
Zheng Yang 0002
Abdulmotaleb El-Saddik
Alberto Del Bimbo
Alessandra Flammini
Balasubramanian Raman
Bruno Ando
Carlo Muscas
Dario Petri
David Nicholas
David Zhang 0001
Elizabeth F. Churchill
Emil M. Petriu
Enrico Zio
Erik Stolterman
Faisal I. Khan
H. M. Srivastava 0001
Hamid K. Aghajan
Hong Zhang
Hui Zhang
Jianxin Wang 0001
Juan I. Ramos 0001
Karl Dorfmeister
Leopoldo Angrisani
Liudong Xing
M. A. Abdou
Mario Gerla
Mauro D'Arco
Min Xie 0001
Ming Jian Zuo
Nicolas D. Georganas
Nima Khakzad
Paolo Carbone
Paolo Ferrari
Peter Händel
Ravi P. Agarwal
Reza Zoughi
Ronald R. Yager
Sajal K. Das 0001
Sanghamitra Bandyopadhyay
Sanjoy K. Baruah
Shouming Zhong
Toufik Mansour
Vladik Kreinovich
Xin Li
Xinghuo Yu 0001
Yi Pan 0001
Yong Yan 0001
Adrien Bousseau
Alessandro Trifiletti
Ayellet Tal
Baining Guo
Baoquan Chen
Bedrich Benes
Bernd Bickel
Cai Heng Li
Changxi Zheng
Christoph Schnörr
Chunhua Shen
Dangxiao Wang
Daniel Cohen-Or
Daniel G. Aliaga
Daniel Thalmann
Daniele Panozzo
David Bearman
David Zhang 0001
Dinesh Manocha
George Drettakis
Gintautas Dzemyda
Gordon Wetzstein
Guanrong Chen
Hans-Peter Seidel
Hanspeter Pfister
Hao Li 0015
Helmut Pottmann
Hiroyuki Tsuda
Hui Li
Ioannis Pitas
J. Edward Colgate
Jacek M. Zurada
Jennifer Seberry
Johannes Kopf
John D. Owens
Kai Xu 0004
Kavita Bala
Klaus Hildebrandt
Ladislav Kavan
Lei Li
Lei Zhang
Lei Zhang 0006
Leonard Barolli
Leonidas J. Guibas
Li Zhang
Li-Yi Wei
Lutz Volkmann
M. Omair Ahmad
Maks Ovsjanikov
Marco Tarini
Marie-Paule Cani
Mark Pauly
Mathieu Desbrun
Matthew Fisher
Mauro Forti
Michael G. Strintzis
Min Chen 0001
Mohamed Ould-Khaoua
Moon Ho Lee
Nadia Magnenat-Thalmann
Ofir Weber
Paolo Maffezzoni
Paul D. Seymour
Peter Wonka
Rafael Molina 0001
Ralph H. Sprague Jr.
Raymond H. Chan
Roberto Scopigno
Roded Sharan
Ronald R. Yager
Ryuta Sato
Sarangapani Jagannathan
Scott Schaefer
Steve Marschner
Takeo Igarashi
Tim Weyrich
Tobias Ritschel 0001
Tomas Akenine-Möller
Vladimir G. Kim
Vladimir Zwass
Vojtech Rödl
Wangmeng Zuo
Weiwei Xu
Wen Gao 0001
Wenwu Yu
Willy Susilo
Wojciech Matusik
Wolfgang Heidrich
Xiaogang Jin 0001
Xinghuo Yu 0001
Xuding Zhu
Ying Guo
Yue Dong
Zongben Xu
Albrecht Schmidt 0001
Alexey M. Kashevnik
Allison Druin
Andrew Petersen
Batya Friedman
Ben Niu 0002
Bengt Lennartson
Brad A. Myers
Catherine Plaisant
Christian Holz 0001
Christos Bouras
Clifford Nass
Daisuke Sakamoto
Dan Keun Sung
Daniel Zingaro
David S. Kirk
Dieter Fiems
Duncan P. Brumby
Edmund H. Durfee
Elizabeth F. Churchill
Elizabeth Shoop
Emmanuel Dubois 0001
Eric Lecolinet
Eric Paulos
Florian Alt
George W. Fitzmaurice
Geraldine Fitzpatrick
Gerhard P. Fettweis
Gilles Bailly
Gregory D. Abowd
Géry Casiez
Hao Ma
Herwig Bruneel
Hiroshi Ishii 0001
Homei Miyashita
Hong-Hee Lee
Hongkai Xiong
Hossam S. Hassanein
Hussein T. Mouftah
I. Scott MacKenzie
James Fogarty
Jean-Daniel Fekete
Jeffrey Scott Vitter
Joel C. Adams
John Zimmerman
Joseph J. LaViola Jr.
Jürgen Teich
Kasper Hornbæk
Kimiko Ryokai
Kristina Höök
Lei Li
Lei Zhang
Luca Foschini
Madeline Balaam
Manfred Tscheligi
Manuel A. Pérez-Quiñones
Marco Gribaudo
Maria De Marsico
Maria Pia Fanti
Mario Gerla
Mark Guzdial
Martin Kutrib
Mary Beth Rosson
Max Mühlhäuser
Max Van Kleek
Michel Beaudouin-Lafon
Mikko Valkama
Norman C. Beaulieu
Olivier Chapuis
Panos Markopoulos 0001
Patrick Baudisch
Patrick Olivier
Per Ola Kristensson
Peter C. Wright
Peter Stone
Petri Mähönen
Philippe Mulhem
Qianchuan Zhao
Rebecca E. Grinter
Renée McCauley
Richard E. Ladner
Ricky E. Sward
Saul Greenberg
Sheelagh Carpendale
Simon T. Perrault
Siwei Ma
Steve Benford
Steve Whittaker
Susana Sargento
Symeon Chatzinotas
Takehiro Tokuda
Takeo Igarashi
Tovi Grossman
Vitoantonio Bevilacqua
Wanda Pratt
Wen Gao 0001
Xiaofeng Tao
Yi Yang 0001
Yoshinori Kobayashi
Zhenan Sun
Adam Jatowt
Akash Kumar 0001
Alexander Mendiburu
Alexandru Nicolau
Andrea C. Arpaci-Dusseau
Andreas Moshovos
Andrzej Kwiecien
Antonio Moreno
Atreyi Kankanhalli
Axel Jantsch
Barbara Hammer
Björn Niehaves
Brad Calder
Bruce H. Thomas
Carlos Castillo 0001
Catherine C. Marshall
Chang-Shing Lee
Christian Wagner 0002
Cristina Silvano
Darshana Sedera
Davide Bertozzi
Debdeep Mukhopadhyay
Ee-Peng Lim
Enrico Vicario
Erik Wilde
Gerhard Reitmayr
Gokhan Memik
Graham D. Finlayson
Gregory R. Crane
Hans G. Kerkhoff
Herbert Van de Sompel
Hiroshi Motoda
Il-Yeol Song
Ilan Oshri
Ingrid Verbauwhede
Jens Grossklags
Jerry M. Mendel
Jon M. Kleinberg
Joos Vandewalle
Jürgen Teich
Katsumi Tanaka
Lionel Torres
Lledó Museros Cabedo
Lothar Thiele
Luca Bortolussi
Luca Fanucci
Maria A. Wimmer
Mark S. Drew
Mateo Valero
Maurizio Palesi
Michelangelo Ceci
Michele C. Weigle
Min Zhang 0006
Mounia Lalmas
Nassir Navab
Nikil D. Dutt
Niloy Ganguly
Norbert Wehn
Oliver Kramer
Pavel Krömer
Peter Liggesmeyer
Philippe Lenca
Rafael Muñoz 0001
Rafael Pass
Richard Jensen
Robert W. G. Hunt
Rolf Ernst
Scott A. Mahlke
Shaoping Ma
Slawomir Zadrozny
Sourav S. Bhowmick
Stefan Edelkamp
Sudhakar M. Reddy
Thierry-Marie Guerra
Thomas Villmann
Timothy C. Havens
Tobias Höllerer
Tom Heath
Tomohiro Yoshikawa
Wilhelm Hasselbring
Wolfgang Rosenstiel
Xi Chen
Xin Li
Yale N. Patt
Yi Chang 0001
Yin Leng Theng
Yong Zhang 0002
Yusuke Nojima
Adi Shamir
Alessandro Artale
Alex Mitchell 0001
Alexei Sourin
Alva L. Couch
Antonio Pepe 0001
Bo Zhang 0001
Brian P. Salmon
Carol O'Sullivan
Carole L. Palmer
Carsten Lutz
Chirag Shah
Christopher Justice
Cristian Rossi
Dana Floricioiu
Daniel Thalmann
Daniel Tihelka
David Toman
Diego Calvanese
Dinesh Manocha
Elmar Nöth
Evelyne Lutton
Fabio Rocca
France Mihelic
Francesc Torres 0002
Francesca Bovolo
Frank M. Shipman III
Fred A. Kruse
Friedhelm Hosenfeld
Giovanni Laneve
Gordan Jezic
Grégoire Mercier
Hamid K. Aghajan
Hans-Peter Seidel
Hartmut Koenitz
Helko Breit
Huan Liu 0001
Ignasi Corbella
Isaac Ramos-Pérez
Jeng-Shyang Pan 0001
Jie Liu
Joel T. Johnson
Jon Atli Benediktsson
Jorge Marx Gómez
Josef A. Nossek
José Braz
Junjie Wu
Keshav Pingali
Lada A. Adamic
Lakhmi C. Jain
Laurent Ferro-Famil
Leif E. B. Eriksson
Leonard Barolli
Lingmei Jiang
Lorenzo Bruzzone
M. Balakrishnan
Magdalena Ortiz
Manuela Bonano
Markus Bachmann
Markus Rupp
Masanobu Shimada
Masato Tsuru
Mauro Mariotti d'Alessandro
Michael Zakharyaschev
Michele Manunta
Miguel A. Otaduy
Mingsheng Liao
Miriam Pablos
Nico Adam
Nicolas H. Younan
Norbert Pohlmann
Nuria Duffo
Oscar Pastor
Pavel Krömer
Qian Du
Rafail Ostrovsky
Riccardo Poli
Robert J. Howlett
Robert Wang 0001
Roberto Sabia
Roger H. Lang
Roger L. King
Rolf Scheiber
Ronen I. Brafman
Ryoichi Sato
Saibun Tjuatja
Sanda Erdelez
Sang-Eun Park
Sebastiano B. Serpico
Simone Pettinato
Stefan Katzenbeisser 0001
Sudhakar M. Reddy
Takeo Tadono
Takuji Kubota
Thomas Fritz 0002
Thomas J. Jackson
Thomas Martinetz
Tino Haderlein
Tony Belpaeme
Toshio Iguchi
Vishwani D. Agrawal
Vito Pascazio
Vladislav Ryzhikov
Volker Wohlgemuth
Václav Snásel
W. Linwood Jones
Wei Zhang
Wendy Hall
Wenjian Ni
Wenjie Fan
Wilfried Philips
William Perrie
Xiaoxiong Xiong
Xingzhao Liu
Xiru Xu
Xiuping Jia
Xueqi Cheng
Ying He 0001
Yong Xue
Ze Yu
A. Robert Calderbank
Abdelhak M. Zoubir
Abel Torres
Alan Chalmers
Alberto Porta
Alexander Barg
Ali H. Sayed
Alon Orlitsky
Amir Salman Avestimehr
Anders Høst-Madsen
Andrzej Cichocki
Annie W. Shum
Aylin Yener
Bahram Parvin
Beatriz F. Giraldo
Bernard Domanski
Bhuvana Ramabhadran
Bin Yang
Björn Niehaves
Cees J. H. Midden
Chao Tian
Charalambos D. Charalambous
Cheng-Wen Wu
Connie U. Smith
Daisuke Bekki
Danilo P. Mandic
Darko Koracin
Darwin G. Caldwell
David G. M. Mitchell
DeLiang Wang
Dimitrios I. Fotiadis
Dina Katabi
Eiichiro Sumita
Emanuele Viterbo
Emina Soljanin
Emmanuel Abbe
Emre Telatar
Enrique Herrera-Viedma
Fady Alajaji
Frank Stajano
Galen Reeves
Georgios B. Giannakis
Gianluca Borghini
Giuseppe Durisi
H. Pat Artis
H. Vincent Poor
Haim H. Permuter
Hanna Krasnova
Helmut Krcmar
Hesham El Gamal
Hirosuke Yamamoto
Holger Boche
Hung T. Nguyen 0001
Igal Sason
Imre J. Rudas
Jean-Yves Tourneret
Josef Kittler
Josep Domingo-Ferrer
José C. Príncipe
Jun Muramatsu
Justin Dauwels
Jörg Kliewer
Jörg Ott
Kate Sanders
Ken Satoh
Kenta Kasai
Lav R. Varshney
Lawrence Ong
Li Zhang
Lizhong Zheng
Luc Vandendorpe
Luis Villaseñor Pineda
Manuel Montes-y-Gómez
Marcelo J. Weinberger
Mark B. Friedman
Mark Burgin
Mark Guzdial
Mark J. F. Gales
Matt Blaze
Mehdi M. Mirbagheri
Mehul Motani
Michael Gastpar
Michael Langberg
Michal Choras
Mikael Skoglund
Muriel Médard
Natasha Devroye
Nigel H. Lovell
Pablo Piantanida
Panayiotis A. Kyriacou
Pascal O. Vontobel
Philip C. Woodland
Philip Powell
Pramod K. Varshney
Pramod Viswanath
Pulkit Grover
Ralf Klamma
Raymond W. Yeung
Riccardo Barbieri
Richard T. Vidgen
Robert D. Galliers
Robert D. Nowak
Robert E. Kearney
Roberto Scopigno
Rocco Oliveto
Rolf Johannesson
Roman Beck
Ryan Gabrys
Rynson W. H. Lau
Ryszard S. Choras
Sadaaki Miyamoto
Sergio Verdú
Simon J. Godsill
Slinger Jansen
Sridhar Krishnan 0001
Stefano Rini
Steven W. Su
Sudhakar M. Reddy
Syed Ali Jafar
Timothy M. Chan
Tsachy Weissman
Urbashi Mitra
Valentin E. Brimkov
Venugopal V. Veeravalli
Vicenç Torra
Vipin Kumar
Wei Zhang
Wen Gao 0001
William Puech
Wu-Tung Cheng
Xiaodong Wang 0001
Yang Yang
Yasuo Narukawa
Yeow Meng Chee
Yiping Ding
Yuji Yoshida
Yury Polyanskiy
Akiyo Nadamoto
Albert Dipanda
Alberto L. Sangiovanni-Vincentelli
Anura P. Jayasumana
Arnaud Martin
Craig Carthel
Dan Roth
David T. Blaauw
Dawu Gu
Deqiang Han
Dhabaleswar K. Panda
Dick A. C. Quartel
Diego Calvanese
Domenico Lembo
Dragan Gasevic
Emmanuel Prouff
Eric P. Xing
Fausto Giunchiglia
Francis R. Bach
Fredrik Gustafsson
Fumihiko Sakaue
Gabriele Bavota
Geoff Coulson
Guodong Zhou
Gustavo Alonso
Guy E. Blelloch
Hai-Lin Liu 0001
Hend S. Al-Khalifa
Hong Zhang
Hossam S. Hassanein
Hui Li
Huimin Chen
Jagdish Chand Bansal
James Llinas
Jaroslav Pokorný
Jean Dezert
Jianfeng Ma 0001
Jie Liu
Johan Pieter de Villiers
José Braz
João Paulo A. Almeida
Juha Puustjärvi
Jun Sato
Jörn Altmann
Karol Rástocný
Kilian Q. Weinberger
Kuo-Chu Chang
Kusum Deep
Lawrence Carin
Lei Zhang
Lyudmila Mihaylova
Marcus Baum
Masashi Sugiyama
Mira Kajko-Mattsson
Nadia Magnenat-Thalmann
Nageswara S. V. Rao
Pavel Smerk
Peter Willett 0001
Qiang Li
Ralf Steinmetz
Rocco Oliveto
Ron Brightwell
Rong Jin
Rui Zhang
Shai Shalev-Shwartz
Shengchao Qin
Shozo Mori
Shyh Wei Teng
Thomas Zimmermann 0001
